,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-,PC1,PC2,db_label
283,JJ Hickson,WAS,27,35,17,18,12.5,5.9,2.3,4.4,51.6,0.0,0.0,0.0,1.3,2.9,44.7,1.1,2.7,3.8,0.7,0.7,0.4,0.4,1.3,2,0,-1.7,38.0986776743,-8.39600428014,62
284,Raul Neto,UTA,24,81,40,41,18.5,5.9,2.2,5.2,43.1,0.8,2.0,39.5,0.6,0.9,74.3,0.2,1.3,1.5,2.1,1.3,0.8,0.0,1.5,0,0,0.9,-8.60430938415,9.17615893731,36
285,Jason Terry,HOU,38,72,37,35,17.5,5.9,2.1,5.2,40.2,1.3,3.6,35.6,0.4,0.5,81.8,0.2,0.9,1.1,1.4,0.7,0.7,0.1,1.3,0,0,0.5,-12.9458020321,2.26402817268,37
286,Trevor Booker,UTA,28,79,39,40,20.7,5.9,2.4,4.9,49.0,0.2,0.5,29.3,0.9,1.3,67.0,2.1,3.6,5.7,1.1,1.0,0.7,0.5,2.1,4,0,0.8,3.4666126976,3.89936908075,58
287,Markel Brown,BKN,24,62,12,50,15.8,5.9,2.0,5.2,39.4,0.6,2.0,31.4,1.1,1.5,75.5,0.4,1.6,2.0,1.5,0.9,0.6,0.2,1.5,1,0,-3.8,-5.28473934165,2.29116248972,29
288,Randy Foye,OKC,32,81,37,44,20.3,5.9,2.1,6.0,35.1,0.9,3.1,30.0,0.8,0.9,82.4,0.3,1.6,1.9,2.0,1.1,0.5,0.4,1.6,0,0,0.3,-10.8157285258,-2.04878511439,63
289,Dwight Powell,DAL,24,69,35,34,14.4,5.8,2.1,4.3,49.3,0.0,0.2,12.5,1.5,2.1,73.9,1.2,2.7,4.0,0.6,0.6,0.5,0.3,1.7,3,0,-1.2,6.94568658766,-13.7990423306,35
290,Amar'e Stoudemire,MIA,33,52,30,22,14.7,5.8,2.4,4.3,56.6,0.0,0.0,0.0,1.0,1.3,74.6,1.3,3.0,4.3,0.5,0.9,0.3,0.8,1.8,2,0,0.2,13.5203028913,-25.4337456673,53
291,Iman Shumpert,CLE,26,54,39,15,24.4,5.8,2.1,5.6,37.4,0.8,2.7,29.5,0.7,0.9,78.4,0.6,3.2,3.8,1.7,1.1,1.0,0.4,2.2,1,0,3.4,-7.13029916587,-0.606255797016,29
292,Rondae Hollis-Jefferson,BKN,21,29,7,22,21.2,5.8,2.2,4.8,45.7,0.1,0.5,28.6,1.3,1.8,71.2,1.3,4.0,5.3,1.5,0.9,1.3,0.6,2.1,2,0,-2.1,0.22636358338,1.44305300458,42
293,Xavier Munford,MEM,24,14,3,11,17.4,5.7,2.3,5.5,41.6,0.6,1.6,39.1,0.5,1.0,50.0,0.2,2.0,2.2,1.6,1.1,0.9,0.2,1.8,0,0,-1.8,11.8228252033,22.3510694375,29
294,Jarell Martin,MEM,22,27,10,17,14.1,5.7,2.0,4.3,46.6,0.0,0.1,0.0,1.7,2.3,72.6,1.4,1.7,3.2,0.6,0.7,0.3,0.3,2.1,0,0,-1.4,14.6124107474,-23.0557263963,64
295,Greivis Vasquez,MIL,29,23,9,14,20.0,5.7,2.0,6.0,32.6,0.8,3.2,24.7,1.0,1.1,84.6,0.2,1.8,2.0,4.0,1.7,0.4,0.0,1.8,0,0,-4.1,-9.8738365304,-7.28607132169,36
296,Ty Lawson,IND,28,66,31,35,21.4,5.7,2.1,5.4,39.3,0.5,1.6,33.3,0.9,1.3,68.6,0.4,1.4,1.8,3.6,1.4,0.8,0.1,1.3,1,0,-2.4,-0.695420268061,7.67072227058,29
297,Bryce Dejean-Jones,NOP,23,14,8,6,19.9,5.6,2.0,4.9,40.6,0.9,2.3,37.5,0.8,1.5,52.4,0.6,2.9,3.4,1.1,0.8,0.7,0.1,1.2,0,0,-2.8,10.6937537854,19.828734289,29
298,Troy Daniels,CHA,24,43,25,18,11.1,5.6,2.1,4.3,47.6,1.4,2.8,48.4,0.1,0.2,55.6,0.2,1.2,1.3,0.5,0.6,0.3,0.1,0.9,0,0,-1.0,2.61207387058,26.2101139864,37
299,Richaun Holmes,PHI,22,51,7,44,13.8,5.6,2.2,4.4,51.4,0.2,0.9,18.2,1.0,1.5,68.9,1.2,1.4,2.6,0.6,0.6,0.4,0.8,1.8,0,0,-1.0,8.12960996675,-6.57683025914,61
300,Jerian Grant,NYK,23,76,29,47,16.6,5.6,2.0,5.1,39.4,0.3,1.3,22.0,1.3,1.6,78.0,0.3,1.6,1.9,2.3,1.1,0.7,0.1,1.3,0,0,-2.2,-2.34164257202,-6.856473202,29
301,Anthony Morrow,OKC,30,68,46,22,13.6,5.6,2.0,4.9,40.8,1.2,3.0,38.7,0.4,0.6,74.4,0.1,0.8,0.9,0.4,0.3,0.3,0.1,0.9,0,0,1.6,-8.36646645508,8.76932071815,65
302,Tiago Splitter,ATL,31,36,21,15,16.1,5.6,2.3,4.3,52.3,0.0,0.1,0.0,1.1,1.3,81.3,1.3,2.1,3.3,0.8,0.7,0.6,0.3,2.0,0,0,2.8,7.58561684634,-28.548634836,61
303,Norman Powell,TOR,23,49,32,17,14.8,5.6,2.0,4.7,42.4,0.7,1.8,40.4,0.9,1.1,81.1,0.3,1.9,2.3,1.0,0.7,0.6,0.2,1.2,0,0,1.3,-14.7026301305,6.23808592654,37
304,Richard Jefferson,CLE,36,74,51,23,17.9,5.5,1.9,4.2,45.8,0.9,2.3,38.2,0.8,1.2,66.7,0.2,1.5,1.7,0.8,0.6,0.4,0.2,1.7,0,0,-0.6,-1.2397780374,11.9024659747,29
305,Larry Nance Jr.,LAL,23,63,14,49,20.1,5.5,2.5,4.8,52.7,0.0,0.2,10.0,0.5,0.7,68.1,1.6,3.3,5.0,0.7,0.7,0.9,0.4,2.0,3,0,-1.5,13.3022902096,-13.0965220171,61
306,Bismack Biyombo,TOR,23,82,56,26,22.0,5.5,1.9,3.5,54.2,0.0,0.0,0.0,1.7,2.8,62.8,2.2,5.8,8.0,0.4,0.9,0.2,1.6,2.7,9,0,1.0,23.2051122646,-18.7338920635,66
307,Boban Marjanovic,SAS,27,54,47,7,9.4,5.5,1.9,3.2,60.3,0.0,0.0,0.0,1.6,2.1,76.3,1.4,2.2,3.6,0.4,0.5,0.2,0.4,1.0,3,0,1.0,12.4104779701,-26.8580211649,67
308,Cole Aldrich,LAC,27,60,41,19,13.3,5.5,2.2,3.8,59.6,0.0,0.0,0.0,1.0,1.4,71.4,1.4,3.4,4.8,0.8,1.1,0.8,1.1,2.3,3,0,-0.4,16.4155460133,-24.071345701,46
309,Lavoy Allen,IND,27,79,43,36,20.2,5.4,2.4,4.7,51.6,0.0,0.0,0.0,0.6,0.9,63.0,2.1,3.3,5.4,1.0,0.9,0.3,0.5,1.9,4,0,2.4,22.7396968211,-18.4333179144,53
310,Andrew Bogut,GSW,31,70,62,8,20.7,5.4,2.5,4.0,62.7,0.0,0.0,100.0,0.3,0.7,48.0,1.7,5.3,7.0,2.3,1.2,0.5,1.6,3.2,5,0,5.7,-18.0809349112,70.8838763258,58
311,Ronnie Price,PHX,33,62,20,42,19.5,5.3,1.9,4.9,38.4,1.1,3.2,34.7,0.5,0.7,75.6,0.4,1.2,1.6,2.4,1.1,1.2,0.2,2.6,0,0,-1.2,-7.350764385,5.13716952962,36
312,Anthony Tolliver,DET,31,72,36,36,18.6,5.3,1.8,4.6,38.6,1.4,3.8,36.0,0.4,0.7,61.7,0.5,2.6,3.2,0.7,0.4,0.4,0.2,1.2,0,0,0.1,3.53075911492,13.7865953163,37
313,Tony Snell,CHI,24,64,33,31,20.3,5.3,2.0,5.3,37.2,0.9,2.4,36.1,0.5,0.5,90.9,0.3,2.8,3.1,1.0,0.8,0.3,0.3,1.6,1,0,1.5,-20.9433455759,-2.00252546726,37
314,Quincy Acy,SAC,25,59,21,38,14.8,5.2,2.0,3.6,55.6,0.3,0.8,38.8,0.8,1.2,73.5,1.1,2.1,3.2,0.5,0.5,0.5,0.4,1.7,0,0,-2.2,-6.40985888258,7.34645091349,68
315,Miles Plumlee,MIL,27,61,23,38,14.3,5.1,2.3,3.8,60.1,0.0,0.0,0.0,0.6,1.0,57.6,1.5,2.3,3.8,0.3,0.7,0.3,0.8,1.2,0,0,-1.6,28.0004953793,-16.552006548,67
316,Charlie Villanueva,DAL,31,62,29,33,10.7,5.1,2.0,5.3,38.2,0.8,2.8,27.3,0.4,0.4,91.7,0.4,2.1,2.5,0.4,0.5,0.3,0.2,1.1,0,0,-1.4,-16.6966779607,-9.81014098551,37
317,Nemanja Bjelica,MIN,28,60,20,40,17.9,5.1,1.8,3.9,46.8,0.8,2.1,38.4,0.7,0.9,72.7,0.8,2.7,3.5,1.4,0.8,0.4,0.4,2.6,3,0,-2.1,-6.20193391625,8.62568908166,33
318,JaKarr Sampson,DEN,23,73,18,55,15.9,5.1,1.9,4.3,44.2,0.2,0.9,22.2,1.1,1.7,65.6,0.6,2.0,2.6,0.6,1.0,0.3,0.5,1.9,0,0,-3.2,8.34546540919,-0.552850492879,68
319,Tim Frazier,NOP,25,51,25,26,14.5,5.1,1.9,4.5,41.9,0.3,0.9,33.3,1.0,1.5,71.6,0.5,1.6,2.2,3.2,1.3,0.6,0.0,1.4,2,0,-0.6,-2.95965509287,5.64207567314,29
320,JaVale McGee,DAL,28,34,15,19,10.9,5.1,2.3,3.9,57.5,0.0,0.0,0.0,0.5,1.1,50.0,1.6,2.4,3.9,0.1,0.6,0.1,0.8,1.4,1,0,-1.6,34.1586654805,-12.056605225,67
321,James Johnson,TOR,29,57,35,22,16.2,5.0,2.0,4.2,47.5,0.4,1.2,30.3,0.7,1.2,57.4,0.5,1.7,2.2,1.2,0.9,0.5,0.6,1.5,0,0,0.1,10.8713703032,10.2294605859,33
322,Metta World Peace,LAL,36,35,6,29,16.9,5.0,1.6,5.1,31.1,0.7,2.4,31.0,1.1,1.6,70.2,0.5,2.0,2.5,0.8,0.4,0.6,0.3,1.9,0,0,-1.8,-1.2252138759,5.9151638684,29
323,Alan Anderson,WAS,33,13,8,5,14.8,5.0,1.6,4.5,35.6,0.9,2.8,32.4,0.8,1.2,73.3,0.1,2.0,2.1,1.1,0.2,0.3,0.1,1.9,0,0,2.3,-4.39160396852,4.80442177297,37
324,Cameron Payne,OKC,21,57,44,13,12.2,5.0,2.0,4.9,41.0,0.6,1.9,32.4,0.3,0.4,79.2,0.2,1.3,1.5,1.9,0.8,0.6,0.1,1.4,0,0,-0.5,-8.87658884827,0.888871268934,37
325,Sasha Vujacic,NYK,32,61,22,39,14.9,4.9,1.7,4.5,38.3,0.9,2.3,36.4,0.5,0.6,82.1,0.4,2.0,2.4,1.4,0.7,0.6,0.1,1.4,0,0,-0.7,-13.5721262859,2.92950957372,37
326,Spencer Dinwiddie,CHI,23,12,5,7,13.3,4.8,1.6,4.5,35.2,0.1,0.8,10.0,1.6,2.8,57.6,0.3,1.1,1.4,1.8,0.6,0.3,0.0,1.7,0,0,-4.7,21.0058018404,-5.07105936025,69
327,Andre Roberson,OKC,24,70,48,22,22.2,4.8,1.9,3.9,49.6,0.5,1.5,31.1,0.5,0.8,61.1,1.1,2.5,3.6,0.7,0.5,0.8,0.6,1.9,0,0,3.7,7.40647525835,8.57662759051,35
328,Kyle O'Quinn,NYK,26,65,26,39,11.8,4.8,2.0,4.2,47.6,0.1,0.3,22.7,0.7,0.9,76.7,1.2,2.7,3.8,1.1,0.9,0.3,0.8,1.6,1,0,-1.0,-0.979737110945,-6.68970291123,61
329,Willie Reed,BKN,26,39,8,31,10.9,4.7,1.9,3.4,57.1,0.0,0.0,0.0,0.8,1.4,54.5,1.3,1.9,3.1,0.3,0.4,0.2,0.8,1.2,0,0,-2.1,30.4487060866,-14.4761046716,70
330,Chris McCullough,BKN,21,24,7,17,15.1,4.7,1.8,4.5,40.4,0.5,1.4,38.2,0.5,1.0,47.8,1.0,1.8,2.8,0.4,0.6,1.2,0.5,1.6,0,0,-5.0,14.3348925741,22.9269227119,33
331,Beno Udrih,MEM,33,44,26,18,16.1,4.7,2.0,4.5,43.4,0.3,1.0,34.1,0.4,0.5,90.0,0.2,1.5,1.6,2.6,1.2,0.3,0.0,1.2,1,0,-0.5,-18.5692824631,-3.97256912126,37
332,Justin Holiday,CHI,27,53,28,25,14.6,4.5,1.7,4.3,38.6,0.7,2.0,34.3,0.5,0.7,73.0,0.2,1.5,1.7,1.1,0.7,0.6,0.4,1.2,0,0,-1.7,-4.77588094385,6.14098941582,37
333,Nikola Pekovic,MIN,30,12,2,10,13.0,4.5,1.6,4.2,38.0,0.0,0.0,0.0,1.3,1.7,80.0,0.6,1.2,1.8,0.9,0.8,0.1,0.0,1.8,0,0,-5.3,8.07908068899,-26.0022040185,37
334,Jordan McRae,CLE,25,22,10,12,8.9,4.5,1.5,3.5,43.6,0.5,1.0,45.5,1.0,1.3,75.0,0.2,0.7,0.9,1.1,0.7,0.1,0.0,0.8,0,0,2.0,-12.1695469983,13.6016932952,37
335,Kyle Anderson,SAS,22,78,64,14,16.0,4.5,1.8,3.8,46.8,0.2,0.5,32.4,0.8,1.1,74.7,0.3,2.8,3.1,1.6,0.8,0.8,0.4,1.2,1,0,2.6,-4.72135699139,2.5218677864,33
336,Tyler Ennis,MIL,21,46,17,29,14.2,4.5,1.8,4.1,44.9,0.3,0.8,33.3,0.5,0.7,73.5,0.3,1.3,1.6,2.1,1.0,0.5,0.0,1.4,0,0,-1.5,-4.22757862743,4.21158576912,37
337,Marcelo Huertas,LAL,33,53,8,45,16.4,4.5,1.8,4.3,42.2,0.3,1.2,26.2,0.5,0.5,93.1,0.3,1.4,1.7,3.4,1.5,0.5,0.1,1.4,0,0,0.4,-17.0163512105,-12.0321642842,37
338,Alonzo Gee,NOP,29,73,27,46,22.4,4.5,1.8,3.5,51.8,0.2,0.8,28.3,0.6,0.9,66.7,0.8,2.5,3.4,1.0,0.8,0.9,0.2,2.3,0,0,-2.7,4.67057364964,2.90080457185,68
339,Briante Weber,MIA,23,7,3,4,24.1,4.4,2.0,5.6,35.9,0.0,0.7,0.0,0.4,0.6,75.0,1.1,2.4,3.6,3.0,1.3,1.3,0.4,1.7,0,0,-9.6,12.0227365365,-22.9217598498,41
340,Dewayne Dedmon,ORL,26,58,21,37,12.2,4.4,1.7,3.1,55.9,0.0,0.0,0.0,1.0,1.3,75.0,1.2,2.8,3.9,0.2,0.6,0.4,0.8,1.9,1,0,-0.6,13.3006972079,-25.5875362939,67
341,Steve Blake,DET,36,58,34,24,17.0,4.4,1.6,4.1,38.8,0.9,2.6,34.4,0.3,0.3,80.0,0.2,1.4,1.5,3.4,1.4,0.4,0.1,1.2,0,0,-1.0,-10.7503700432,2.39834196284,48
342,Jonas Jerebko,BOS,29,78,47,31,15.1,4.4,1.5,3.7,41.3,0.6,1.4,39.8,0.8,1.0,78.2,1.0,2.7,3.7,0.8,0.7,0.3,0.3,1.8,1,0,0.4,-11.875683529,7.42150258005,33
343,Thomas Robinson,BKN,25,71,16,55,12.9,4.3,1.8,4.1,44.7,0.0,0.0,0.0,0.7,1.5,43.1,1.9,3.1,5.1,0.6,1.0,0.5,0.5,1.6,8,0,-3.9,39.1403578425,-6.64863660917,53
344,C.J. Watson,ORL,32,33,14,19,19.9,4.3,1.4,4.2,34.3,0.4,1.5,29.2,1.0,1.2,87.2,0.3,1.7,2.0,2.7,0.8,0.6,0.2,1.5,0,0,-1.5,-14.1321800472,-5.32406486069,37
345,Joakim Noah,CHI,31,29,15,14,21.9,4.3,1.8,4.6,38.3,0.0,0.0,0.0,0.8,1.6,48.9,3.0,5.8,8.8,3.8,1.8,0.6,1.0,2.7,1,0,-1.2,33.6633405961,-9.02934830045,26
346,Jeff Withey,UTA,26,51,25,26,12.9,4.3,1.7,3.2,53.7,0.0,0.0,0.0,0.8,1.2,72.9,1.1,2.3,3.4,0.4,0.5,0.4,1.0,1.5,2,0,1.1,14.8432113298,-24.1487483532,67
347,Brandon Rush,GSW,30,72,63,9,14.6,4.2,1.5,3.6,42.7,0.9,2.2,41.4,0.3,0.4,64.3,0.3,2.2,2.5,0.8,0.5,0.3,0.3,0.8,0,0,-0.5,-1.08647448555,16.2340886745,69
348,Ryan Kelly,LAL,25,36,3,33,13.1,4.2,1.5,4.1,36.9,0.1,1.0,13.5,1.0,1.5,68.5,0.6,2.8,3.4,0.6,0.5,0.4,0.3,1.1,0,0,0.0,10.0793351467,-8.4096485156,71
349,Joe Ingles,UTA,28,81,40,41,15.3,4.2,1.5,3.6,42.6,1.0,2.6,38.6,0.2,0.2,72.2,0.2,1.6,1.9,1.2,0.8,0.7,0.0,1.2,0,0,0.0,-6.20540551677,9.63050988141,37
350,Tyus Jones,MIN,20,37,13,24,15.5,4.2,1.5,4.2,35.9,0.4,1.4,30.2,0.8,1.1,71.8,0.2,1.1,1.3,2.9,0.9,0.8,0.1,0.9,0,0,-3.6,-1.69473776294,3.75880789099,37
351,Solomon Hill,IND,25,59,31,28,14.7,4.2,1.6,3.5,44.7,0.4,1.3,32.4,0.6,0.7,85.7,0.7,2.2,2.8,1.0,0.6,0.6,0.2,1.2,1,0,0.8,-13.9091855161,-3.22370479785,29
352,John Jenkins,PHX,25,43,18,25,11.2,4.1,1.7,3.7,44.4,0.4,1.2,31.4,0.5,0.6,83.3,0.2,1.1,1.3,0.8,0.6,0.2,0.0,0.5,0,0,-1.5,-11.3146574413,-2.67360443401,37
353,Elton Brand,PHI,37,17,2,15,13.2,4.1,1.8,4.2,43.1,0.0,0.1,0.0,0.5,0.5,88.9,0.5,3.2,3.7,1.1,0.6,0.5,0.5,1.9,1,0,-2.2,0.87901479369,-31.5421483475,68
354,Chase Budinger,PHX,28,66,29,37,14.1,4.1,1.6,3.6,43.5,0.4,1.3,27.9,0.6,0.8,69.6,0.7,1.6,2.3,1.0,0.7,0.5,0.2,0.9,0,0,0.0,1.84799850472,2.0562304901,72
355,Brian Roberts,POR,30,51,26,25,9.2,4.0,1.5,3.2,44.8,0.3,0.8,35.7,0.8,0.9,89.4,0.1,0.7,0.8,1.1,0.5,0.2,0.0,0.7,0,0,-1.2,-18.6318121645,-2.54071652228,37
356,Darrun Hilliard,DET,23,38,17,21,10.1,4.0,1.4,3.4,39.7,0.5,1.3,38.0,0.8,1.1,72.5,0.1,1.1,1.2,0.7,0.5,0.2,0.0,0.7,0,0,-0.1,-6.20783966493,9.28413714432,37
357,Rakeem Christmas,IND,24,1,1,0,6.1,4.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,-10.0,78.8420509637,10.0077717611,73
358,Anthony Brown,LAL,23,29,4,25,20.6,4.0,1.3,4.3,31.0,0.7,2.4,28.6,0.6,0.7,85.0,0.3,2.1,2.4,0.7,0.5,0.5,0.2,1.2,0,0,-1.2,-12.1740019076,-4.18171157995,37
359,Omer Asik,NOP,29,68,29,39,17.3,4.0,1.5,2.9,53.3,0.0,0.0,0.0,0.9,1.6,54.5,1.8,4.3,6.1,0.4,0.9,0.3,0.3,1.8,2,0,-3.0,30.2681356965,-14.0339334612,55
360,Kevin Seraphin,NYK,26,48,15,33,11.0,3.9,1.8,4.3,41.0,0.0,0.0,0.0,0.4,0.5,82.6,0.6,2.0,2.6,1.0,0.9,0.2,0.8,1.4,0,0,-1.8,5.98226659958,-27.8129493086,74
361,Chris Andersen,MEM,37,27,11,16,14.9,3.9,1.4,2.7,52.8,0.1,0.5,28.6,0.9,1.3,69.4,1.3,2.3,3.6,0.4,0.3,0.6,0.5,1.1,0,0,-2.6,2.44243273353,1.49879632086,64
362,Delon Wright,TOR,24,27,19,8,8.5,3.8,1.3,3.0,45.0,0.2,0.5,38.5,1.0,1.3,74.3,0.3,1.1,1.4,1.1,0.6,0.3,0.1,0.3,0,0,0.5,-7.60627541416,8.00188705897,37
363,Glenn Robinson III,IND,22,45,24,21,11.3,3.8,1.4,3.4,43.0,0.3,0.8,37.8,0.6,0.9,69.2,0.3,1.2,1.5,0.6,0.4,0.4,0.2,0.5,0,0,-0.8,-3.09507973337,10.493542129,69
364,Justin Anderson,DAL,22,55,28,27,11.8,3.8,1.3,3.2,40.6,0.4,1.5,26.5,0.8,1.0,80.0,0.3,2.1,2.4,0.5,0.4,0.3,0.5,0.8,1,0,0.1,-6.18629726525,-4.44922214407,72
365,Joe Young,IND,24,41,19,22,9.4,3.8,1.5,4.1,36.7,0.2,1.1,21.7,0.5,0.6,80.0,0.1,1.1,1.2,1.6,0.8,0.4,0.0,0.7,0,0,-0.8,-3.90470150819,-7.87902449537,37
366,Kelly Oubre Jr.,WAS,20,63,31,32,10.7,3.7,1.4,3.3,42.7,0.4,1.3,31.6,0.5,0.8,63.3,0.4,1.7,2.1,0.2,0.5,0.3,0.1,1.6,0,0,-0.7,5.1228373812,8.65664490057,37
367,Orlando Johnson,NOP,27,7,1,6,14.5,3.7,1.3,4.9,26.5,0.3,1.4,20.0,0.9,1.1,75.0,0.6,1.6,2.1,0.3,0.6,0.4,0.4,1.3,0,0,-5.3,0.648763797793,-5.2424505298,72
368,James Jones,CLE,35,48,33,15,9.7,3.7,1.2,3.0,40.8,0.9,2.2,39.4,0.4,0.5,80.8,0.2,0.9,1.0,0.3,0.3,0.2,0.2,1.0,0,0,-0.5,-13.7619843177,5.76981660131,65
369,Caron Butler,SAC,36,17,2,15,10.3,3.7,1.5,3.5,42.4,0.2,1.1,16.7,0.6,0.7,83.3,0.3,1.0,1.3,0.6,0.2,0.5,0.1,1.1,0,0,-2.4,-3.4527125575,-14.5591954128,37
370,Kendall Marshall,PHI,24,30,3,27,13.3,3.7,1.4,3.9,36.4,0.5,1.6,32.7,0.3,0.4,69.2,0.1,0.9,0.9,2.4,1.4,0.5,0.1,1.0,0,0,-3.8,-0.800142465925,7.18915039986,37
371,Andre Miller,SAS,40,39,20,19,11.8,3.7,1.5,2.7,55.7,0.1,0.2,25.0,0.6,0.8,75.0,0.3,1.0,1.3,2.2,0.9,0.4,0.0,1.2,0,0,0.8,-0.259398561344,-4.87868468515,75
372,Shabazz Napier,ORL,24,55,23,32,10.9,3.7,1.2,3.7,33.8,0.6,1.9,32.7,0.6,0.8,73.3,0.2,0.8,1.0,1.8,0.8,0.4,0.0,0.7,0,0,-1.0,-4.44014127388,5.26190681726,37
373,Salah Mejri,DAL,30,34,16,18,11.7,3.7,1.4,2.3,62.8,0.0,0.0,0.0,0.8,1.4,58.7,1.2,2.4,3.6,0.3,0.7,0.2,1.1,1.6,3,0,1.2,27.2881516253,-17.5368060672,67
374,Noah Vonleh,POR,20,78,41,37,15.0,3.6,1.5,3.6,42.1,0.1,0.6,23.9,0.5,0.7,74.5,1.2,2.7,3.9,0.4,0.6,0.3,0.3,1.9,0,0,-0.8,-0.0710265633291,-3.80059733611,74
375,Axel Toupane,DEN,23,21,9,12,14.5,3.6,1.2,3.3,35.7,0.6,1.9,32.5,0.6,0.8,76.5,0.4,1.1,1.5,0.7,0.3,0.3,0.3,1.9,0,0,-0.8,-6.80181770985,3.07443616874,69
376,Montrezl Harrell,HOU,22,39,17,22,9.7,3.6,1.5,2.3,64.4,0.0,0.0,0.0,0.6,1.2,52.2,0.6,1.0,1.7,0.4,0.4,0.3,0.3,1.2,0,0,1.0,32.8009475467,-14.1437253059,76
377,Christian Wood,PHI,20,17,0,17,8.5,3.6,1.3,3.1,41.5,0.2,0.6,36.4,0.8,1.2,61.9,0.8,1.5,2.2,0.2,0.1,0.3,0.4,0.6,0,0,-2.9,3.76546691567,13.5070608402,37
378,Ian Clark,GSW,25,66,59,7,8.8,3.6,1.3,3.1,44.1,0.5,1.3,35.7,0.4,0.5,82.4,0.2,0.8,1.0,1.0,0.7,0.3,0.2,0.9,0,0,-1.2,-12.8631340398,1.40220093885,37
